Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Total_Revolving_Bal,Avg_Utilization_Ratio,Total_Relationship_Count,Total_Amt_Chng_Q4_Q1,Credit_Limit,Customer_Age,Marital_Status,Attrition_Flag
2050,51,0.9125819994014399,0,0.0,3,0.47250450692439516,8983.027714257212,48,2,1
1831,39,0.64954661551278,2229,0.5722952472298607,2,0.5738418627426407,3902.2325630199443,59,1,1
2243,45,0.5082315844107564,123,0.005020026941719675,2,0.6063313184273627,25954.0569859612,41,3,1
5351,62,0.6049122130350539,0,0.0,5,0.9854362709723603,12230.586455038761,60,1,1
2234,35,0.32111552110599456,353,0.08293569841654545,4,0.64527317078688,4243.353436823397,48,2,1
2555,42,0.5532479546851936,693,0.4621884962544388,4,0.7060555790248573,1499.071519095878,50,2,1
2731,37,0.39421312814990694,0,0.0,3,0.8366581511268989,1696.4646920396717,56,1,1
2620,41,0.6635684436707213,842,0.45536633036557594,5,0.7249873679184284,1848.4202113305146,47,2,1
2116,30,0.3585753883926167,148,0.004480096330903908,3,1.0249161708465697,34516.0,52,1,1
2178,43,0.3981086389496752,746,0.13354319474837595,3,0.6423811057621769,5564.5512764407395,45,1,1
2267,50,0.6605547812718645,861,0.5544770272085731,2,0.7768922295935703,1554.498232862198,37,2,1
2216,39,0.2610658521913709,1446,0.1104270339314082,1,0.5683439440379311,13103.95348480513,50,3,1
1757,43,0.46434514769528584,0,0.0,1,0.3552194035106286,1438.3,46,0,1
4793,54,0.5980078908685595,0,0.0,2,1.0078627038629875,6535.9589699714525,51,1,1
2678,51,0.8808341465818379,0,0.0,2,0.8158123170190865,1585.930487784847,36,1,1
5418,65,0.7110187740870269,0,0.0,5,0.8268478990907717,12215.14333365889,59,1,1
2118,42,0.5989615984877572,2424,0.26792993890476735,5,0.5737397570493133,9049.341105435164,53,1,1
2806,38,0.3809247389777627,0,0.0,2,0.6946927715488758,3037.453324285802,38,1,1
8235,58,0.8906374419708188,2250,0.24659362787509675,3,0.846523232661545,9259.686535573228,45,1,1
1012,24,0.458060975209885,997,0.11785495974414135,2,1.008801549452683,8439.85492935331,53,1,1
8175,64,0.5887094580318109,8,0.0003304402269716615,1,1.0547721933084813,29212.93785951788,59,2,1
3966,53,0.4381867615536546,954,0.031241283904203613,2,1.245522653499683,29736.477804008766,52,1,1
2505,52,0.47218059620366026,0,0.0,3,0.6210300993672767,4374.969900632724,58,3,1
1903,43,0.621781646827314,1644,0.8989515987884164,5,0.509972185673221,1829.9248064617798,27,1,1
2710,48,0.7256783855623206,0,0.0,1,0.7804549581113446,1650.3734607024876,55,1,1
1887,30,0.24659261029091756,703,0.1691466030946961,3,0.49858951133485097,4142.28907424797,38,2,1
6877,64,0.8005228074194164,0,0.0,1,0.797148860805515,3805.822331473799,51,3,1
2460,36,0.3857946889159337,0,0.0,2,0.7111609339435137,1728.555515965031,35,1,1
2335,36,0.30099799511130587,0,0.0,1,0.8602161567317387,4434.141420411957,40,1,1
2920,44,0.41428713449356336,0,0.0,2,0.8284569500977184,7451.1248763393805,55,1,1
1758,39,0.40336792000725885,0,0.0,2,0.4546831700519788,1438.3,53,1,1
1803,30,0.10924460458668782,0,0.0,3,0.28856114175927006,1847.1654562124395,47,2,1
2231,36,0.43185178244293954,1404,0.8049387111947163,3,0.6800781762143627,1742.9455896914976,48,1,1
2554,48,0.5868805008021717,0,0.0,5,0.8588212980813189,8784.508691907862,37,2,1
2663,44,0.39354361138577204,2517,0.5943974829259333,3,0.6725499040709386,4236.618248786983,36,1,1
2396,42,0.6618576630859512,2432,0.43295576534686697,3,0.7537826606816307,5616.979799647082,43,1,1
2867,50,0.6745903601236662,799,0.17886049424469724,2,0.8194020287257038,4473.221308478372,45,3,1
4795,58,0.5220189884638702,0,0.0,2,1.0172338693901906,2772.736872647605,50,3,1
2677,48,0.4762733771060433,0,0.0,2,0.6438962892055736,9162.497811813248,44,3,1
2776,51,0.6330060559545133,1806,0.7917923240193047,3,0.8303175699255564,2281.8664609434736,44,3,1
3002,54,0.5152323386196188,954,0.31888029529757334,2,0.8802182593799699,3004.929416809295,48,2,1
2072,39,0.32083284030449993,1317,0.10073614890998833,1,0.4762640877438517,13137.138215082816,52,3,1
2532,47,0.5993844765547144,2010,0.9617827564310757,4,1.0364084736205839,2090.163835071049,42,1,1
2570,42,0.7276382730987778,935,0.30183516262946847,2,0.7996323476252358,3096.061679527869,51,2,1
2724,48,0.4580686022967855,153,0.004252085031071431,4,0.5204590622984524,34516.0,48,1,1
4965,60,0.47427156211175114,0,0.0,1,1.0295123038742808,6138.94513166804,46,2,1
2592,35,0.3960176816833466,0,0.0,2,0.8368076429765061,3532.072009344225,50,3,1
10519,71,0.7560322026682508,428,0.04134243573504093,5,0.7725318688866739,10845.03531796297,43,3,1
2258,40,0.49554441281421546,310,0.04755604234398184,4,0.6333578288795438,6530.3910332249625,53,2,1
2706,51,0.6208012310200199,0,0.0,4,0.895885053590124,2079.3359015183983,38,3,1
9293,69,0.7528841459843246,2517,0.46285058208374197,1,0.8980123615132235,5439.05440636875,49,1,1
2128,32,0.6223588198940889,520,0.1392314564389261,2,0.6643216287490187,3728.4976105391065,42,1,1
2360,44,0.5596173368704281,0,0.0,2,0.7096957901228877,18528.14807514078,40,0,1
8392,63,0.8324083127749025,2517,0.5377328192476863,5,1.0479554133285234,4679.721421958901,55,1,1
800,22,0.5580706616428684,115,0.014965960083575827,4,0.8304156814145858,7542.080445870384,50,3,1
798,18,0.4840893571452977,0,0.0,2,0.6907206850709626,8822.151636367778,49,3,1
2121,52,0.7471914023331794,776,0.050276900745467715,2,0.55939992742277,15495.489797245698,44,1,1
2386,53,0.8595200579652077,0,0.0,3,0.9103250321524146,2209.223707997423,47,3,1
2626,42,0.6028021775614429,2517,0.692730521956094,4,0.8575431558965431,3634.703180056523,55,2,1
690,18,0.4942974958778012,0,0.0,1,1.0431484917526324,1438.3,60,3,1
830,18,0.4418264555094124,0,0.0,1,0.7774372725782179,2218.1014306985503,50,1,1
2639,39,0.5225123216358504,2460,0.9112405966238853,4,0.703831387826843,2700.0171854731348,50,2,1
2197,37,0.40472466668728024,0,0.0,2,0.5061844521169738,8548.25067243137,49,0,1
2346,37,0.40031981404674166,0,0.0,4,0.8639532075707634,1978.5564586266294,57,1,1
2908,52,0.7448288014326905,2447,0.23106487390695232,3,1.029004581902,10614.192994417477,45,1,1
2188,49,0.5598547087628428,0,0.0,3,0.7492818097704309,1896.078010590442,62,1,1
2029,39,0.4100979782616541,2432,0.4812906121533835,2,0.6308412626,5052.2513431323305,45,1,1
1783,48,0.6378608204216499,0,0.0,3,0.46779046324303275,7034.037812208933,47,1,1
2422,46,0.3980707803993903,612,0.11421059155668144,4,0.6911463352431153,5346.163902826827,53,2,1
2741,47,0.5491871692614528,708,0.1824584533114286,2,1.0124374708042614,3917.7130252596126,48,1,1
2740,44,0.5746574566941863,583,0.02353873686169617,3,0.7798241454460823,24707.236000372228,53,1,1
2229,44,0.7952105764417766,0,0.0,2,0.5579396454298098,1805.663172932533,43,0,1
2049,51,0.912556974025136,0,0.0,3,0.47889155548097695,8933.247544011172,50,2,1
1852,49,0.4389569794006273,0,0.0,4,0.391614574539663,4304.077260608474,54,0,1
2428,43,0.4699790143481715,1019,0.41909027316206576,5,0.6759033962831823,2434.9993353374757,43,1,1
989,21,0.40117983284732306,2517,0.7349258238255716,3,0.9895522870779417,3426.441318654072,57,1,1
2573,48,0.8697516171094059,1230,0.1404464138372253,3,0.8929102669886587,8734.140084955305,57,1,1
2424,44,0.5887487766224826,0,0.0,2,0.7530074124650524,18561.25644490477,43,1,1
2275,37,0.4924082987073739,1121,0.2030564013577608,3,0.4566643530178055,5534.219373793381,49,2,1
2292,28,0.5103500229874735,0,0.0,3,0.7246585149091933,2723.0630504744486,43,2,1
4937,58,0.5251095868135242,0,0.0,1,1.027168706990866,6310.568534207358,47,2,1
1979,37,0.321820851342771,0,0.0,3,0.41542763999314336,1803.0271805080388,45,2,1
829,19,0.9178635645423217,1315,0.36477797998579364,3,0.619183119924902,3606.8234584716865,38,3,1
1123,27,0.6625742659587076,1446,0.10423455564328081,3,0.7643794337373326,13884.060315897532,40,1,1
1724,34,0.2484135658314166,0,0.0,2,0.5947550210188066,9573.16438969253,45,1,1
708,19,0.7746422850409944,0,0.0,4,0.8475439767541584,2307.44981037873,47,3,1
2646,42,0.6453085056661775,0,0.0,2,0.8783286476762349,7101.156245816222,46,1,1
2231,49,0.5261744371156608,0,0.0,2,0.5601425610924913,1486.964359726877,51,1,1
591,22,0.48439230935509253,0,0.0,1,0.7638966157456772,3329.1961546775465,47,3,1
2563,36,0.4405720466474321,0,0.0,2,0.840993986930378,3572.4674048454945,52,3,1
2224,38,0.238662353493029,1438,0.11027036610834286,1,0.5524421599968004,13055.543127477944,52,3,1
2449,48,0.8376550087168991,0,0.0,2,0.6897834196054752,2004.160697331393,38,1,1
2313,33,0.558753911606238,0,0.0,3,0.7204938973966436,9221.68351381199,41,1,1
4882,52,0.7537647216821893,0,0.0,3,0.8904039450368164,7212.042073776301,48,1,1
9231,66,0.7461044237904259,0,0.0,4,0.9358876022186198,18738.924628039942,46,1,1
2100,33,0.5491453510197845,439,0.12027845800208257,2,0.6049433736125573,3639.8563866805507,39,1,1
1407,35,0.498342304478074,1704,0.13751678263237707,3,0.7197338992335393,12379.8835791931,47,3,1
8609,82,0.7224689996847599,0,0.0,1,0.8333870017563375,5890.693999309474,54,1,1
2190,49,0.504917433030672,378,0.21662903533529448,4,0.6973711602304622,1730.6292309010512,45,1,1
8460,68,0.6197692623200395,0,0.0,3,0.8717540559499287,4100.796890897338,31,1,1
1878,37,0.2334945347375312,1636,0.19112221260755083,2,0.39297442061702426,8579.45714865018,45,2,1
2415,45,0.39994275958405706,640,0.11921916700657136,4,0.6737936379484859,5354.783843291286,53,3,1
2424,40,0.48008343347684695,0,0.0,5,0.6841806103307079,4065.742083173589,50,3,1
2814,40,0.5264999855356305,0,0.0,4,0.9102500216965543,1705.4061623097598,47,3,1
815,22,0.648039367087012,0,0.0,1,0.6540743117092264,1438.3,54,3,1
2073,27,0.3117458404170555,0,0.0,3,0.9044317274455352,34516.0,50,1,1
902,28,0.2863425195314535,2517,0.5082789786167261,3,0.36756194098635414,4954.8880692859975,38,3,1
1277,27,0.2450166090133538,1621,0.19856956469954068,5,0.43439013315535435,8139.232407081313,43,2,1
2065,45,0.47363548283073786,2517,0.13924963643361604,5,0.5995147850329481,18103.423172545878,45,1,1
2539,38,0.5778923590607813,714,0.1881885316922337,2,0.8846484064129282,3810.0579817332355,51,2,1
2134,34,0.47706832883713546,0,0.0,4,0.6493309588040922,4044.1859728142053,38,3,1
3964,51,0.6445592866845059,1427,0.4028153091169603,1,0.23236618323348823,3612.280217329311,34,1,1
2520,45,0.4473136963967924,17,0.012021387503880307,4,0.7390133196029492,1438.3,47,2,1
2365,56,0.6829650183703913,0,0.0,5,0.6468787696163637,2163.489143573247,51,2,1
2644,38,0.3797296479809619,0,0.0,5,0.9329216924465247,2685.926040760099,43,2,1
2390,41,0.3651317911702663,1547,0.38632265388097825,4,0.7311104030438484,4010.7257674288203,50,3,1
2621,44,0.6939268159232576,324,0.01308425599302341,3,0.8272710888153004,24612.282061463404,55,1,1
1886,33,0.4341248173348566,4,0.0002561510239444207,3,0.4819753959042223,15203.098080848291,40,3,1
2259,31,0.3158535578671426,78,0.0027339556266813107,1,0.6310568263039253,28738.34971056964,60,2,1
2303,39,0.6173027718819523,0,0.0,5,0.5097994551271282,2927.9823106409385,48,2,1
8247,80,0.8888433854344182,0,0.0,1,0.7433857326416813,4035.9119225368436,47,2,1
2362,51,0.5786672205390322,467,0.19164590858973227,4,0.4885647184776221,2434.1278716957995,54,0,1
1829,33,0.32614091657100636,0,0.0,2,0.3717062073825208,8654.272278389108,46,2,1
758,25,0.7732468609198399,0,0.0,3,0.6908026080969293,2013.885056458211,43,2,1
2225,48,0.6764435377926794,1237,0.2166195333253503,4,0.7168069191017443,5698.411194639205,41,1,1
1680,38,0.5600421986178025,892,0.18969540927918654,2,0.421915602764395,4727.862396841653,46,1,1
2860,54,0.8203079209777697,0,0.0,4,0.8693732060824397,2218.0360419307963,39,3,1
2141,28,0.3505446081289298,0,0.0,3,1.0989960513781651,34516.0,51,0,1
2523,46,0.49340727579755944,0,0.0,1,0.6312743173319836,8768.149241879622,54,1,1
2136,39,0.3319819872984548,0,0.0,3,0.4843738562542362,1438.3,43,2,1
2231,36,0.345152811987468,0,0.0,4,0.5163610317995128,5910.925502930735,41,3,1
778,15,1.0480551197460657,1491,0.4153151918953628,2,0.4937918452554061,3594.402869204619,46,2,1
2347,46,0.509275191451918,2455,0.8982479440734739,4,0.6227710795988658,2735.9918469975687,45,0,1
888,19,1.1556203154297193,0,0.0,2,0.9989150214028161,1438.3,53,3,1
2736,47,0.6248986109801158,0,0.0,4,0.8967190856159941,2251.4643333647723,43,3,1
2011,36,0.42843634437976613,39,0.001013011267862865,3,0.5385264894420859,34516.0,46,1,1
2316,42,0.4312754151527685,0,0.0,5,0.6836447102112285,1622.821577035076,52,1,1
2228,38,0.42175440663264724,0,0.0,2,0.5448842173680488,4956.684225492607,48,1,1
10124,83,0.8037898213551807,2517,0.1880661000542305,1,0.9314576314362356,13375.303516854048,28,2,1
2451,49,0.6654057492535415,0,0.0,4,0.7870965912436735,4780.856517432819,48,2,1
2504,43,0.4976297278436746,0,0.0,4,0.7706297278436746,6406.054453225465,45,2,1
2409,41,0.48394599366704344,304,0.02003717654614757,4,0.6703232857996373,15130.79276566063,41,2,1
2718,43,0.5109011829920885,0,0.0,2,0.7495946270446767,1712.181998833572,49,2,1
1713,36,0.4060914768769253,0,0.0,3,0.5429098973568229,6966.282429656021,51,2,1
2423,37,0.7201836457992481,516,0.27538212345281093,3,0.7431634465713975,1892.820842918052,53,1,1
2616,40,0.5511012330548053,0,0.0,2,0.7879395997428972,1580.086189392494,40,2,1
1745,42,0.4504518468786082,665,0.06596923206036134,1,0.6063703828034797,10073.709413903412,52,2,1
1359,37,0.3574465558383261,0,0.0,3,0.551873030253228,34516.0,42,1,1
1966,41,0.535768034941122,2410,0.5968993388333818,3,0.5894578604289791,4038.2229843735367,53,1,1
2579,46,0.493470587716918,0,0.0,5,0.8673725490328995,3037.5686277566892,43,3,1
1687,37,0.4381685356546569,0,0.0,2,0.3389200432694072,1447.3026244080236,42,1,1
8319,61,0.8384764122773396,0,0.0,3,0.9406931266003487,23653.82354112165,52,0,1
1165,30,0.30808288829047653,2517,0.12206357930854797,3,0.7668825738359886,20602.39952440926,55,1,1
1946,38,0.4348162260114148,0,0.0,6,0.5408310515510116,5497.236025594653,48,2,1
8375,64,0.6843324581825165,0,0.0,2,0.8358435490905805,4095.6193207243728,32,1,1
2220,41,0.8012495496284103,0,0.0,2,0.5904452543096842,9391.805470732455,46,3,1
1520,43,0.5213663213889048,2336,0.06808397619341446,2,0.4087734920439036,34516.0,52,1,1
1383,26,0.4020149268200774,445,0.030449081052245364,2,0.26441785384209016,14788.029707785148,48,2,1
2642,39,0.3541573038741921,2401,0.8475150411621243,3,0.8673747723968813,2833.59514527887,57,1,1
2374,39,0.45219685757412303,448,0.3021217357440056,2,0.5482543958808481,1487.6547701596496,36,0,1
1778,47,0.3575317693040124,0,0.0,4,0.3286595307912037,4301.567049173114,55,0,1
1160,32,0.41031949589060335,2240,0.06633214494816084,1,0.7561775737228891,33689.16067545683,46,1,1
872,19,0.31330112389026066,517,0.21141719093017833,3,0.6956304941182168,2453.7540679580798,61,3,1
731,17,0.49065495413735377,0,0.0,3,0.7375358173432222,6723.064772671286,58,3,1
899,18,0.1680789356437073,2517,0.7604843352399605,3,0.5744060600740066,3312.180732266842,43,2,1
2189,38,0.46964678951204075,0,0.0,4,0.6199570790761367,4047.596657891997,44,1,1
2441,51,0.5371486343866674,370,0.15277744495773118,3,0.6877655945916277,2418.2271365736174,55,1,1
2120,35,0.4843684719414564,641,0.045082650809298394,2,0.7749936885492895,14156.453603538526,46,2,1
2194,37,0.3613468546028246,0,0.0,1,0.5206124932854537,8537.382797265502,51,0,1
7344,68,0.7123562677686484,1007,0.24208049588457115,4,0.7012366697151324,4172.015247321257,30,1,1
1804,40,0.5356061010977877,0,0.0,2,0.42373610432021663,4962.39195428475,53,1,1
2622,49,0.7812645152903842,2517,0.8009370508852285,3,0.7351363897486717,3142.2413049399574,42,0,1
2602,39,0.39982179544892715,0,0.0,3,0.6563123943732393,1535.471367645847,37,0,1
660,15,0.41851629000644264,218,0.012801385683466504,2,0.8441955831339505,16885.630588092903,53,0,1
1279,33,0.3608584834250494,0,0.0,2,0.6731515471994833,34516.0,41,1,1
4464,46,0.7194893188947026,2235,0.08636953035643095,1,0.9810723623308167,25726.202125318432,43,3,1
4899,42,0.5053503060204453,31,0.0027256275953211557,1,0.9847834353401484,10935.121677059615,44,3,1
9206,71,0.8295155087466447,2517,0.4611965920649651,1,0.8823866315599835,5462.119706582049,52,1,1
2649,46,0.5625168309880084,2517,0.7083912020398195,4,0.7347172365213958,3554.4351918407215,47,1,1
8143,65,0.8800832242364184,2517,0.5833180032959574,2,0.9709018821138653,4321.66301127974,35,0,1
2423,46,0.42492954125787885,2437,0.8926759445457509,4,0.7866508002662463,2730.9694770049987,48,2,1
2080,31,0.546078202782015,15,0.0006536328696641686,2,0.7664664549081044,24594.608942448405,47,1,1
1639,34,0.3962926050580173,2517,0.6781815441170107,2,0.42998075630809696,3713.3088340370377,50,1,1
2401,37,0.6519293904202073,0,0.0,1,0.7928058236555701,1438.3,44,3,1
2215,42,0.5721017303800551,1346,0.4468126072929115,5,0.38826962166095363,3013.6550161315176,38,3,1
1837,39,0.5677964263278151,0,0.0,3,0.4369144614889432,9924.563314466443,58,1,1
9039,84,0.9583371175860306,847,0.17409903382166278,1,0.9838536232229742,4860.533172267471,55,1,1
1105,25,0.33460729429061614,2475,0.3237979621389331,2,0.36609201033261457,7669.373201221526,45,3,1
2007,31,0.3695431029444372,0,0.0,3,0.6805551520278356,5335.854733482657,42,1,1
7709,67,0.687317036972816,0,0.0,3,0.771104936933667,15982.528394954694,41,1,1
1565,40,0.30809357291822925,0,0.0,3,0.40151545486503126,34516.0,48,0,1
1638,36,0.45292780887890627,0,0.0,1,0.3804433992975259,1448.1466810961003,51,3,1
1939,40,0.578566273239872,0,0.0,3,0.6694428737063838,6769.109262890942,43,1,1
1387,37,0.4878669407462926,0,0.0,4,0.463773316234728,1482.872802021716,49,1,1
8915,66,0.702994335201413,2517,0.5338718621034886,2,0.9144381969711791,4720.752787884716,45,2,1
2593,41,0.3782072908374083,0,0.0,3,0.6509426427645032,4725.472350595688,47,1,1
2155,55,0.6798479468298662,61,0.0020178886082510283,2,0.6466282105771519,29198.21893518386,40,2,1
1724,36,0.3435869390491576,2517,0.6512241836905723,3,0.43547446805341483,3864.258352669505,49,2,1
8105,65,0.6666216503551783,1043,0.2782245985891681,4,0.9892516083760612,3775.3075021113073,55,3,1
2485,44,0.6874369291487192,820,0.5702979401532531,4,0.7834446803232828,1438.3,46,3,1
917,24,0.23364271787639565,0,0.0,2,0.6038698298581048,1438.3,34,2,1
2262,39,0.43726856304620276,0,0.0,3,0.498506660837588,1645.8081458812842,39,0,1
3031,52,0.5743107212703633,0,0.0,2,0.8766814000786571,2365.6420124038173,51,1,1
703,17,0.5705629766603387,1066,0.29436683107233724,2,0.6248535187457758,3616.0,56,1,1
2233,49,0.5177242737823845,0,0.0,2,0.5677240160457111,1485.0689959885722,51,1,1
2298,48,0.9099456674772219,0,0.0,5,0.5735556776094373,1746.087636862455,47,1,1
4402,54,0.8592411037468347,0,0.0,3,0.49775839712900183,2667.041075378459,41,0,1
2282,49,0.6749704754658957,852,0.548431736094947,2,0.7814261979287898,1554.033210468842,40,2,1
2242,48,0.6469305346330638,2517,0.8617452965702233,2,0.7010567284460538,2920.6850944184744,41,1,1
2322,40,0.3112329217564576,51,0.006520165070110443,3,0.6146674942140197,7969.299590619925,52,2,1
7767,64,0.6851121099413686,0,0.0,2,0.7050547830035061,15976.535447746011,33,0,1
2824,51,0.6355949842881756,1820,0.8045598255404584,2,0.8331976011813014,2262.4379937152703,46,3,1
2270,44,0.6019691183103894,0,0.0,5,0.5463792497663775,1677.7113978879868,43,2,1
2910,46,0.3974513758213276,0,0.0,2,0.8909400678331549,2971.294949125134,54,1,1
2414,29,0.3334311298898766,1009,0.41307014149949944,2,0.47416858289888675,2445.75740654455,53,2,1
1749,34,0.35928578040968573,0,0.0,3,0.5375435185536271,1438.3,50,0,1
2185,38,0.2809231843216238,2495,0.44085351766742964,6,0.6709420983198331,5658.347173585432,46,3,1
7737,66,0.7774844619298705,0,0.0,2,0.6552027837678219,7640.000332149953,53,3,1
2591,39,0.4076281564329621,0,0.0,3,0.6517126220850437,1532.4009707542916,37,0,1
1284,30,0.04795560534725871,2517,0.7802647632179497,2,0.06271117622333831,3227.519359388885,38,2,1
1806,44,0.7193288148545953,0,0.0,4,0.5461628114734244,1823.8706832144967,63,1,1
2257,47,0.7611792805080267,0,0.0,1,0.6983084945972047,1817.6589056834125,41,0,1
8140,75,0.7699003280465361,0,0.0,3,0.9541882772985677,16528.365487988776,46,1,1
2640,51,0.7998691294968138,0,0.0,2,0.7209196305754779,4360.405138534195,41,0,1
7617,79,1.0287992940066502,83,0.0025311280332781434,3,0.8248347889800359,34516.0,50,0,1
1269,31,0.9430053244988874,2517,0.21969008961695255,3,0.8322675015648817,11453.577055770133,58,2,1
